"No.","Time","Source","Destination","Protocol","Source Port","Dest Port","Length","Info"
"1","2020-07-17 13:11:55.794955819","192.168.56.105","192.168.56.104","ICMP","","","98","Echo (ping) request  id=0x0b9c, seq=1/256, ttl=64 (reply in 4)"
"2","2020-07-17 13:11:55.795585546","PcsCompu_6c:9b:66","Broadcast","ARP","","","60","Who has 192.168.56.105? Tell 192.168.56.104"
"3","2020-07-17 13:11:55.795595884","PcsCompu_74:73:8a","PcsCompu_6c:9b:66","ARP","","","42","192.168.56.105 is at 08:00:27:74:73:8a"
"4","2020-07-17 13:11:55.796154964","192.168.56.104","192.168.56.105","ICMP","","","98","Echo (ping) reply    id=0x0b9c, seq=1/256, ttl=64 (request in 1)"
"5","2020-07-17 13:11:56.797308592","192.168.56.105","192.168.56.104","ICMP","","","98","Echo (ping) request  id=0x0b9c, seq=2/512, ttl=64 (reply in 6)"
"6","2020-07-17 13:11:56.798424239","192.168.56.104","192.168.56.105","ICMP","","","98","Echo (ping) reply    id=0x0b9c, seq=2/512, ttl=64 (request in 5)"
"7","2020-07-17 13:11:57.799415458","192.168.56.105","192.168.56.104","ICMP","","","98","Echo (ping) request  id=0x0b9c, seq=3/768, ttl=64 (reply in 8)"
"8","2020-07-17 13:11:57.800608759","192.168.56.104","192.168.56.105","ICMP","","","98","Echo (ping) reply    id=0x0b9c, seq=3/768, ttl=64 (request in 7)"
"9","2020-07-17 13:11:58.801691053","192.168.56.105","192.168.56.104","ICMP","","","98","Echo (ping) request  id=0x0b9c, seq=4/1024, ttl=64 (reply in 10)"
"10","2020-07-17 13:11:58.802834640","192.168.56.104","192.168.56.105","ICMP","","","98","Echo (ping) reply    id=0x0b9c, seq=4/1024, ttl=64 (request in 9)"
"11","2020-07-17 13:12:00.869522264","PcsCompu_74:73:8a","PcsCompu_6c:9b:66","ARP","","","42","Who has 192.168.56.104? Tell 192.168.56.105"
"12","2020-07-17 13:12:00.870682241","PcsCompu_6c:9b:66","PcsCompu_74:73:8a","ARP","","","60","192.168.56.104 is at 08:00:27:6c:9b:66"
"13","2020-07-17 13:12:05.471676404","192.168.56.105","192.168.56.104","TCP","46814","80","74","46814  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4193616205 TSecr=0 WS=128"
"14","2020-07-17 13:12:05.471966051","192.168.56.104","192.168.56.105","TCP","80","46814","74","80  >  46814 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=59498 TSecr=4193616205 WS=128"
"15","2020-07-17 13:12:05.472008984","192.168.56.105","192.168.56.104","TCP","46814","80","66","46814  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4193616205 TSecr=59498"
"16","2020-07-17 13:12:05.472089314","192.168.56.105","192.168.56.104","HTTP","46814","80","380","GET / HTTP/1.1 "
"17","2020-07-17 13:12:05.472264331","192.168.56.104","192.168.56.105","TCP","80","46814","66","80  >  46814 [ACK] Seq=1 Ack=315 Win=30080 Len=0 TSval=59498 TSecr=4193616205"
"18","2020-07-17 13:12:05.963458406","192.168.56.104","192.168.56.105","HTTP","80","46814","3252","HTTP/1.1 200 OK  (text/html)"
"19","2020-07-17 13:12:05.963486498","192.168.56.105","192.168.56.104","TCP","46814","80","66","46814  >  80 [ACK] Seq=315 Ack=3187 Win=62592 Len=0 TSval=4193616696 TSecr=59621"
"20","2020-07-17 13:12:06.017280282","192.168.56.105","192.168.56.104","HTTP","46814","80","361","GET /content/css/loading.css HTTP/1.1 "
"21","2020-07-17 13:12:06.017501875","192.168.56.105","192.168.56.104","TCP","46814","80","66","46814  >  80 [FIN, ACK] Seq=610 Ack=3187 Win=64128 Len=0 TSval=4193616750 TSecr=59621"
"22","2020-07-17 13:12:06.017590297","192.168.56.104","192.168.56.105","TCP","80","46814","66","80  >  46814 [ACK] Seq=3187 Ack=610 Win=31104 Len=0 TSval=59635 TSecr=4193616750"
"23","2020-07-17 13:12:06.017765816","192.168.56.105","192.168.56.104","TCP","46816","80","74","46816  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4193616751 TSecr=0 WS=128"
"24","2020-07-17 13:12:06.017963216","192.168.56.104","192.168.56.105","TCP","80","46816","74","80  >  46816 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=59635 TSecr=4193616751 WS=128"
"25","2020-07-17 13:12:06.017975303","192.168.56.105","192.168.56.104","TCP","46816","80","54","46816  >  80 [RST] Seq=1 Win=0 Len=0"
"26","2020-07-17 13:12:06.018220920","192.168.56.105","192.168.56.104","TCP","46818","80","74","46818  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4193616751 TSecr=0 WS=128"
"27","2020-07-17 13:12:06.018387311","192.168.56.104","192.168.56.105","TCP","80","46818","74","80  >  46818 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=59635 TSecr=4193616751 WS=128"
"28","2020-07-17 13:12:06.018403356","192.168.56.105","192.168.56.104","TCP","46818","80","66","46818  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4193616751 TSecr=59635"
"29","2020-07-17 13:12:06.018568656","192.168.56.105","192.168.56.104","HTTP","46818","80","375","GET /content/main.2217590b5cc5d0b62058.css HTTP/1.1 "
"30","2020-07-17 13:12:06.018786663","192.168.56.104","192.168.56.105","TCP","80","46818","66","80  >  46818 [ACK] Seq=1 Ack=310 Win=30080 Len=0 TSval=59635 TSecr=4193616751"
"31","2020-07-17 13:12:06.024908674","192.168.56.105","192.168.56.104","TCP","46818","80","66","46818  >  80 [FIN, ACK] Seq=310 Ack=1 Win=64256 Len=0 TSval=4193616758 TSecr=59635"
"32","2020-07-17 13:12:06.025438387","192.168.56.105","192.168.56.104","TCP","46820","80","74","46820  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4193616758 TSecr=0 WS=128"
"33","2020-07-17 13:12:06.025631948","192.168.56.104","192.168.56.105","TCP","80","46820","74","80  >  46820 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=59637 TSecr=4193616758 WS=128"
"34","2020-07-17 13:12:06.025669519","192.168.56.105","192.168.56.104","TCP","46820","80","66","46820  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4193616759 TSecr=59637"
"35","2020-07-17 13:12:06.025685336","192.168.56.105","192.168.56.104","TCP","46820","80","66","46820  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4193616759 TSecr=59637"
"36","2020-07-17 13:12:06.029434902","192.168.56.104","192.168.56.105","TCP","80","46820","66","80  >  46820 [ACK] Seq=1 Ack=2 Win=29056 Len=0 TSval=59638 TSecr=4193616759"
"37","2020-07-17 13:12:06.029573819","192.168.56.104","192.168.56.105","TCP","80","46820","66","80  >  46820 [FIN, ACK] Seq=1 Ack=2 Win=29056 Len=0 TSval=59638 TSecr=4193616759"
"38","2020-07-17 13:12:06.029589709","192.168.56.105","192.168.56.104","TCP","46820","80","66","46820  >  80 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=4193616763 TSecr=59638"
"39","2020-07-17 13:12:06.052120072","192.168.56.104","192.168.56.105","HTTP","80","46814","1099","HTTP/1.1 200 OK  (text/css)"
"40","2020-07-17 13:12:06.052180168","192.168.56.105","192.168.56.104","TCP","46814","80","54","46814  >  80 [RST] Seq=611 Win=0 Len=0"
"41","2020-07-17 13:12:06.065071728","192.168.56.104","192.168.56.105","TCP","80","46818","66","80  >  46818 [ACK] Seq=1 Ack=311 Win=30080 Len=0 TSval=59647 TSecr=4193616758"
"42","2020-07-17 13:12:06.111275717","192.168.56.104","192.168.56.105","TCP","80","46818","14546","80  >  46818 [ACK] Seq=1 Ack=311 Win=30080 Len=14480 TSval=59658 TSecr=4193616758 [TCP segment of a reassembled PDU]"
"43","2020-07-17 13:12:06.111307626","192.168.56.105","192.168.56.104","TCP","46818","80","54","46818  >  80 [RST] Seq=311 Win=0 Len=0"
"44","2020-07-17 13:12:06.508648972","192.168.56.105","192.168.56.104","TCP","46822","80","74","46822  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4193617242 TSecr=0 WS=128"
"45","2020-07-17 13:12:06.508991265","192.168.56.104","192.168.56.105","TCP","80","46822","74","80  >  46822 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=59758 TSecr=4193617242 WS=128"
"46","2020-07-17 13:12:06.509016435","192.168.56.105","192.168.56.104","TCP","46822","80","66","46822  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4193617242 TSecr=59758"
"47","2020-07-17 13:12:06.509112249","192.168.56.105","192.168.56.104","HTTP","46822","80","312","GET /favicon.ico HTTP/1.1 "
"48","2020-07-17 13:12:06.509296069","192.168.56.104","192.168.56.105","TCP","80","46822","66","80  >  46822 [ACK] Seq=1 Ack=247 Win=30080 Len=0 TSval=59758 TSecr=4193617242"
"49","2020-07-17 13:12:06.536051930","192.168.56.105","192.168.56.104","TCP","46824","80","74","46824  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4193617269 TSecr=0 WS=128"
"50","2020-07-17 13:12:06.536393873","192.168.56.104","192.168.56.105","TCP","80","46824","74","80  >  46824 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=59764 TSecr=4193617269 WS=128"
"51","2020-07-17 13:12:06.536418874","192.168.56.105","192.168.56.104","TCP","46824","80","66","46824  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4193617269 TSecr=59764"
"52","2020-07-17 13:12:06.537263826","192.168.56.105","192.168.56.104","HTTP","46824","80","364","GET /api/account HTTP/1.1 "
"53","2020-07-17 13:12:06.537453702","192.168.56.104","192.168.56.105","TCP","80","46824","66","80  >  46824 [ACK] Seq=1 Ack=299 Win=30080 Len=0 TSval=59765 TSecr=4193617270"
"54","2020-07-17 13:12:06.546993618","192.168.56.105","192.168.56.104","TCP","46826","80","74","46826  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4193617280 TSecr=0 WS=128"
"55","2020-07-17 13:12:06.547275423","192.168.56.104","192.168.56.105","TCP","80","46826","74","80  >  46826 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=59767 TSecr=4193617280 WS=128"
"56","2020-07-17 13:12:06.547296364","192.168.56.105","192.168.56.104","TCP","46826","80","66","46826  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4193617280 TSecr=59767"
"57","2020-07-17 13:12:06.547380244","192.168.56.105","192.168.56.104","HTTP","46826","80","368","GET /management/info HTTP/1.1 "
"58","2020-07-17 13:12:06.547542626","192.168.56.104","192.168.56.105","TCP","80","46826","66","80  >  46826 [ACK] Seq=1 Ack=303 Win=30080 Len=0 TSval=59767 TSecr=4193617280"
"59","2020-07-17 13:12:06.677669748","192.168.56.104","192.168.56.105","HTTP","80","46822","2519","HTTP/1.1 200 OK  (PNG)"
"60","2020-07-17 13:12:06.677691879","192.168.56.105","192.168.56.104","TCP","46822","80","66","46822  >  80 [ACK] Seq=247 Ack=2454 Win=63488 Len=0 TSval=4193617411 TSecr=59800"
"61","2020-07-17 13:12:07.108935075","192.168.56.104","192.168.56.105","TCP","80","46826","1160","80  >  46826 [PSH, ACK] Seq=1 Ack=303 Win=30080 Len=1094 TSval=59908 TSecr=4193617280 [TCP segment of a reassembled PDU]"
"62","2020-07-17 13:12:07.108970589","192.168.56.105","192.168.56.104","TCP","46826","80","66","46826  >  80 [ACK] Seq=303 Ack=1095 Win=64128 Len=0 TSval=4193617842 TSecr=59908"
"63","2020-07-17 13:12:07.125190062","192.168.56.104","192.168.56.105","TCP","80","46826","82","80  >  46826 [PSH, ACK] Seq=1095 Ack=303 Win=30080 Len=16 TSval=59911 TSecr=4193617842 [TCP segment of a reassembled PDU]"
"64","2020-07-17 13:12:07.125209977","192.168.56.105","192.168.56.104","TCP","46826","80","66","46826  >  80 [ACK] Seq=303 Ack=1111 Win=64128 Len=0 TSval=4193617858 TSecr=59911"
"65","2020-07-17 13:12:07.133797912","192.168.56.104","192.168.56.105","HTTP","80","46826","71","HTTP/1.1 200 OK  (application/json)"
"66","2020-07-17 13:12:07.133819149","192.168.56.105","192.168.56.104","TCP","46826","80","66","46826  >  80 [ACK] Seq=303 Ack=1116 Win=64128 Len=0 TSval=4193617867 TSecr=59914"
"67","2020-07-17 13:12:07.146100315","192.168.56.104","192.168.56.105","TCP","80","46824","1128","80  >  46824 [PSH, ACK] Seq=1 Ack=299 Win=30080 Len=1062 TSval=59917 TSecr=4193617270 [TCP segment of a reassembled PDU]"
"68","2020-07-17 13:12:07.146134752","192.168.56.105","192.168.56.104","TCP","46824","80","66","46824  >  80 [ACK] Seq=299 Ack=1063 Win=64128 Len=0 TSval=4193617879 TSecr=59917"
"69","2020-07-17 13:12:07.152969482","192.168.56.104","192.168.56.105","HTTP","80","46824","71","HTTP/1.1 401 Unauthorized  (application/problem+json)"
"70","2020-07-17 13:12:07.152997750","192.168.56.105","192.168.56.104","TCP","46824","80","66","46824  >  80 [ACK] Seq=299 Ack=1068 Win=64128 Len=0 TSval=4193617886 TSecr=59919"
"71","2020-07-17 13:12:16.731293613","192.168.56.105","192.168.56.104","TCP","46822","80","66","[TCP Keep-Alive] 46822  >  80 [ACK] Seq=246 Ack=2454 Win=64128 Len=0 TSval=4193627464 TSecr=59800"
"72","2020-07-17 13:12:16.731718934","192.168.56.104","192.168.56.105","TCP","80","46822","66","[TCP Keep-Alive ACK] 80  >  46822 [ACK] Seq=2454 Ack=247 Win=30080 Len=0 TSval=62313 TSecr=4193617411"
"73","2020-07-17 13:12:17.147608603","192.168.56.105","192.168.56.104","TCP","46826","80","66","[TCP Keep-Alive] 46826  >  80 [ACK] Seq=302 Ack=1116 Win=64128 Len=0 TSval=4193627881 TSecr=59914"
"74","2020-07-17 13:12:17.148788989","192.168.56.104","192.168.56.105","TCP","80","46826","66","[TCP Keep-Alive ACK] 80  >  46826 [ACK] Seq=1116 Ack=303 Win=30080 Len=0 TSval=62417 TSecr=4193617867"
"75","2020-07-17 13:12:17.183711383","192.168.56.105","192.168.56.104","TCP","46824","80","66","[TCP Keep-Alive] 46824  >  80 [ACK] Seq=298 Ack=1068 Win=64128 Len=0 TSval=4193627917 TSecr=59919"
"76","2020-07-17 13:12:17.184951099","192.168.56.104","192.168.56.105","TCP","80","46824","66","[TCP Keep-Alive ACK] 80  >  46824 [ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=62426 TSecr=4193617886"
"77","2020-07-17 13:12:20.911114393","192.168.56.105","192.168.56.104","HTTP","46822","80","368","GET /api/account HTTP/1.1 "
"78","2020-07-17 13:12:20.911617625","192.168.56.104","192.168.56.105","TCP","80","46822","66","80  >  46822 [ACK] Seq=2454 Ack=549 Win=31104 Len=0 TSval=63358 TSecr=4193631644"
"79","2020-07-17 13:12:20.913685674","192.168.56.105","192.168.56.104","HTTP","46826","80","418","GET /api/news?page=0&size=20&sort=id,asc&cacheBuster=1595013140906 HTTP/1.1 "
"80","2020-07-17 13:12:20.913946901","192.168.56.104","192.168.56.105","TCP","80","46826","66","80  >  46826 [ACK] Seq=1116 Ack=655 Win=31104 Len=0 TSval=63359 TSecr=4193631647"
"81","2020-07-17 13:12:20.941765322","192.168.56.104","192.168.56.105","TCP","80","46822","1128","80  >  46822 [PSH, ACK] Seq=2454 Ack=549 Win=31104 Len=1062 TSval=63366 TSecr=4193631644 [TCP segment of a reassembled PDU]"
"82","2020-07-17 13:12:20.941787465","192.168.56.105","192.168.56.104","TCP","46822","80","66","46822  >  80 [ACK] Seq=549 Ack=3516 Win=64128 Len=0 TSval=4193631675 TSecr=63366"
"83","2020-07-17 13:12:20.950045424","192.168.56.104","192.168.56.105","HTTP","80","46822","71","HTTP/1.1 401 Unauthorized  (application/problem+json)"
"84","2020-07-17 13:12:20.950067364","192.168.56.105","192.168.56.104","TCP","46822","80","66","46822  >  80 [ACK] Seq=549 Ack=3521 Win=64128 Len=0 TSval=4193631683 TSecr=63368"
"85","2020-07-17 13:12:21.314306151","192.168.56.104","192.168.56.105","TCP","80","46826","4199","80  >  46826 [PSH, ACK] Seq=1116 Ack=655 Win=31104 Len=4133 TSval=63459 TSecr=4193631647 [TCP segment of a reassembled PDU]"
"86","2020-07-17 13:12:21.314333574","192.168.56.105","192.168.56.104","TCP","46826","80","66","46826  >  80 [ACK] Seq=655 Ack=5249 Win=62592 Len=0 TSval=4193632047 TSecr=63459"
"87","2020-07-17 13:12:21.323579816","192.168.56.104","192.168.56.105","TCP","80","46826","82","80  >  46826 [PSH, ACK] Seq=5249 Ack=655 Win=31104 Len=16 TSval=63461 TSecr=4193632047 [TCP segment of a reassembled PDU]"
"88","2020-07-17 13:12:21.323599020","192.168.56.105","192.168.56.104","TCP","46826","80","66","46826  >  80 [ACK] Seq=655 Ack=5265 Win=64128 Len=0 TSval=4193632057 TSecr=63461"
"89","2020-07-17 13:12:21.323707944","192.168.56.104","192.168.56.105","HTTP","80","46826","71","HTTP/1.1 200 OK  (application/json)"
"90","2020-07-17 13:12:21.323712981","192.168.56.105","192.168.56.104","TCP","46826","80","66","46826  >  80 [ACK] Seq=655 Ack=5270 Win=64128 Len=0 TSval=4193632057 TSecr=63461"
"91","2020-07-17 13:12:27.232729063","192.168.56.105","192.168.56.104","TCP","46824","80","66","[TCP Keep-Alive] 46824  >  80 [ACK] Seq=298 Ack=1068 Win=64128 Len=0 TSval=4193637966 TSecr=62426"
"92","2020-07-17 13:12:27.233871889","192.168.56.104","192.168.56.105","TCP","80","46824","66","[TCP Keep-Alive ACK] 80  >  46824 [ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=64939 TSecr=4193617886"
"93","2020-07-17 13:12:31.079850306","192.168.56.105","192.168.56.104","TCP","46822","80","66","[TCP Keep-Alive] 46822  >  80 [ACK] Seq=548 Ack=3521 Win=64128 Len=0 TSval=4193641813 TSecr=63368"
"94","2020-07-17 13:12:31.081228946","192.168.56.104","192.168.56.105","TCP","80","46822","66","[TCP Keep-Alive ACK] 80  >  46822 [ACK] Seq=3521 Ack=549 Win=31104 Len=0 TSval=65900 TSecr=4193631683"
"95","2020-07-17 13:12:31.579197287","192.168.56.105","192.168.56.104","TCP","46826","80","66","[TCP Keep-Alive] 46826  >  80 [ACK] Seq=654 Ack=5270 Win=64128 Len=0 TSval=4193642312 TSecr=63461"
"96","2020-07-17 13:12:31.579570449","192.168.56.104","192.168.56.105","TCP","80","46826","66","[TCP Keep-Alive ACK] 80  >  46826 [ACK] Seq=5270 Ack=655 Win=31104 Len=0 TSval=66025 TSecr=4193632057"
"97","2020-07-17 13:12:32.890274151","192.168.56.104","192.168.56.100","DHCP","68","67","342","DHCP Request  - Transaction ID 0x3e270655"
"98","2020-07-17 13:12:32.926116460","192.168.56.100","192.168.56.104","DHCP","67","68","590","DHCP ACK      - Transaction ID 0x3e270655"
"99","2020-07-17 13:12:37.467659860","192.168.56.105","192.168.56.104","TCP","46824","80","66","[TCP Keep-Alive] 46824  >  80 [ACK] Seq=298 Ack=1068 Win=64128 Len=0 TSval=4193648201 TSecr=64939"
"100","2020-07-17 13:12:37.468390556","192.168.56.104","192.168.56.105","TCP","80","46824","66","[TCP Keep-Alive ACK] 80  >  46824 [ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=67497 TSecr=4193617886"
"101","2020-07-17 13:12:37.893452629","PcsCompu_6c:9b:66","PcsCompu_b7:12:b1","ARP","","","60","Who has 192.168.56.100? Tell 192.168.56.104"
"102","2020-07-17 13:12:37.893465677","PcsCompu_b7:12:b1","PcsCompu_6c:9b:66","ARP","","","60","192.168.56.100 is at 08:00:27:b7:12:b1"
"103","2020-07-17 13:12:41.308143659","192.168.56.105","192.168.56.104","TCP","46822","80","66","[TCP Keep-Alive] 46822  >  80 [ACK] Seq=548 Ack=3521 Win=64128 Len=0 TSval=4193652041 TSecr=65900"
"104","2020-07-17 13:12:41.309314486","192.168.56.104","192.168.56.105","TCP","80","46822","66","[TCP Keep-Alive ACK] 80  >  46822 [ACK] Seq=3521 Ack=549 Win=31104 Len=0 TSval=68457 TSecr=4193631683"
"105","2020-07-17 13:12:41.820414120","192.168.56.105","192.168.56.104","TCP","46826","80","66","[TCP Keep-Alive] 46826  >  80 [ACK] Seq=654 Ack=5270 Win=64128 Len=0 TSval=4193652553 TSecr=66025"
"106","2020-07-17 13:12:41.821455847","192.168.56.104","192.168.56.105","TCP","80","46826","66","[TCP Keep-Alive ACK] 80  >  46826 [ACK] Seq=5270 Ack=655 Win=31104 Len=0 TSval=68586 TSecr=4193632057"
"107","2020-07-17 13:12:47.707475380","192.168.56.105","192.168.56.104","TCP","46824","80","66","[TCP Keep-Alive] 46824  >  80 [ACK] Seq=298 Ack=1068 Win=64128 Len=0 TSval=4193658440 TSecr=67497"
"108","2020-07-17 13:12:47.708876701","192.168.56.104","192.168.56.105","TCP","80","46824","66","[TCP Keep-Alive ACK] 80  >  46824 [ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=70057 TSecr=4193617886"
"109","2020-07-17 13:12:51.548055951","192.168.56.105","192.168.56.104","TCP","46822","80","66","[TCP Keep-Alive] 46822  >  80 [ACK] Seq=548 Ack=3521 Win=64128 Len=0 TSval=4193662281 TSecr=68457"
"110","2020-07-17 13:12:51.549388743","192.168.56.104","192.168.56.105","TCP","80","46822","66","[TCP Keep-Alive ACK] 80  >  46822 [ACK] Seq=3521 Ack=549 Win=31104 Len=0 TSval=71017 TSecr=4193631683"
"111","2020-07-17 13:12:52.063665492","192.168.56.105","192.168.56.104","TCP","46826","80","66","[TCP Keep-Alive] 46826  >  80 [ACK] Seq=654 Ack=5270 Win=64128 Len=0 TSval=4193662797 TSecr=68586"
"112","2020-07-17 13:12:52.064961288","192.168.56.104","192.168.56.105","TCP","80","46826","66","[TCP Keep-Alive ACK] 80  >  46826 [ACK] Seq=5270 Ack=655 Win=31104 Len=0 TSval=71146 TSecr=4193632057"
"113","2020-07-17 13:12:57.947208872","192.168.56.105","192.168.56.104","TCP","46824","80","66","[TCP Keep-Alive] 46824  >  80 [ACK] Seq=298 Ack=1068 Win=64128 Len=0 TSval=4193668680 TSecr=70057"
"114","2020-07-17 13:12:57.947696449","192.168.56.104","192.168.56.105","TCP","80","46824","66","[TCP Keep-Alive ACK] 80  >  46824 [ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=72617 TSecr=4193617886"
"115","2020-07-17 13:13:01.787421082","192.168.56.105","192.168.56.104","TCP","46822","80","66","[TCP Keep-Alive] 46822  >  80 [ACK] Seq=548 Ack=3521 Win=64128 Len=0 TSval=4193672520 TSecr=71017"
"116","2020-07-17 13:13:01.788560687","192.168.56.104","192.168.56.105","TCP","80","46822","66","[TCP Keep-Alive ACK] 80  >  46822 [ACK] Seq=3521 Ack=549 Win=31104 Len=0 TSval=73577 TSecr=4193631683"
"117","2020-07-17 13:13:02.299805457","192.168.56.105","192.168.56.104","TCP","46826","80","66","[TCP Keep-Alive] 46826  >  80 [ACK] Seq=654 Ack=5270 Win=64128 Len=0 TSval=4193673033 TSecr=71146"
"118","2020-07-17 13:13:02.301026124","192.168.56.104","192.168.56.105","TCP","80","46826","66","[TCP Keep-Alive ACK] 80  >  46826 [ACK] Seq=5270 Ack=655 Win=31104 Len=0 TSval=73705 TSecr=4193632057"
"119","2020-07-17 13:13:07.205861911","192.168.56.104","192.168.56.105","TCP","80","46824","66","80  >  46824 [FIN, ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=74931 TSecr=4193617886"
"120","2020-07-17 13:13:07.206251392","192.168.56.105","192.168.56.104","TCP","46824","80","66","46824  >  80 [FIN, ACK] Seq=299 Ack=1069 Win=64128 Len=0 TSval=4193677939 TSecr=74931"
"121","2020-07-17 13:13:07.207187398","192.168.56.104","192.168.56.105","TCP","80","46824","66","80  >  46824 [ACK] Seq=1069 Ack=300 Win=30080 Len=0 TSval=74932 TSecr=4193677939"
"122","2020-07-17 13:13:12.027928557","192.168.56.105","192.168.56.104","TCP","46822","80","66","[TCP Keep-Alive] 46822  >  80 [ACK] Seq=548 Ack=3521 Win=64128 Len=0 TSval=4193682761 TSecr=73577"
"123","2020-07-17 13:13:12.028201445","192.168.56.104","192.168.56.105","TCP","80","46822","66","[TCP Keep-Alive ACK] 80  >  46822 [ACK] Seq=3521 Ack=549 Win=31104 Len=0 TSval=76137 TSecr=4193631683"
"124","2020-07-17 13:13:12.286616812","PcsCompu_74:73:8a","PcsCompu_6c:9b:66","ARP","","","42","Who has 192.168.56.104? Tell 192.168.56.105"
"125","2020-07-17 13:13:12.287342760","PcsCompu_6c:9b:66","PcsCompu_74:73:8a","ARP","","","60","192.168.56.104 is at 08:00:27:6c:9b:66"
"126","2020-07-17 13:13:12.539742452","192.168.56.105","192.168.56.104","TCP","46826","80","66","[TCP Keep-Alive] 46826  >  80 [ACK] Seq=654 Ack=5270 Win=64128 Len=0 TSval=4193683273 TSecr=73705"
"127","2020-07-17 13:13:12.540888445","192.168.56.104","192.168.56.105","TCP","80","46826","66","[TCP Keep-Alive ACK] 80  >  46826 [ACK] Seq=5270 Ack=655 Win=31104 Len=0 TSval=76265 TSecr=4193632057"
"128","2020-07-17 13:13:21.016063821","192.168.56.104","192.168.56.105","TCP","80","46822","66","80  >  46822 [FIN, ACK] Seq=3521 Ack=549 Win=31104 Len=0 TSval=78384 TSecr=4193631683"
"129","2020-07-17 13:13:21.016395978","192.168.56.105","192.168.56.104","TCP","46822","80","66","46822  >  80 [FIN, ACK] Seq=549 Ack=3522 Win=64128 Len=0 TSval=4193691749 TSecr=78384"
"130","2020-07-17 13:13:21.017439755","192.168.56.104","192.168.56.105","TCP","80","46822","66","80  >  46822 [ACK] Seq=3522 Ack=550 Win=31104 Len=0 TSval=78385 TSecr=4193691749"
"131","2020-07-17 13:13:21.376242039","192.168.56.104","192.168.56.105","TCP","80","46826","66","80  >  46826 [FIN, ACK] Seq=5270 Ack=655 Win=31104 Len=0 TSval=78474 TSecr=4193632057"
"132","2020-07-17 13:13:21.376809117","192.168.56.105","192.168.56.104","TCP","46826","80","66","46826  >  80 [FIN, ACK] Seq=655 Ack=5271 Win=64128 Len=0 TSval=4193692110 TSecr=78474"
"133","2020-07-17 13:13:21.378109395","192.168.56.104","192.168.56.105","TCP","80","46826","66","80  >  46826 [ACK] Seq=5271 Ack=656 Win=31104 Len=0 TSval=78475 TSecr=4193692110"
"134","2020-07-17 13:14:14.475210532","192.168.56.1","239.255.255.250","SSDP","53300","1900","215","M-SEARCH * HTTP/1.1 "
"135","2020-07-17 13:14:15.478827710","192.168.56.1","239.255.255.250","SSDP","53300","1900","215","M-SEARCH * HTTP/1.1 "
"136","2020-07-17 13:14:16.479487545","192.168.56.1","239.255.255.250","SSDP","53300","1900","215","M-SEARCH * HTTP/1.1 "
"137","2020-07-17 13:14:17.485915352","192.168.56.1","239.255.255.250","SSDP","53300","1900","215","M-SEARCH * HTTP/1.1 "
"138","2020-07-17 13:14:28.671615274","192.168.56.105","192.168.56.104","TCP","1234","80","54","1234  >  80 [SYN] Seq=0 Win=512 Len=0"
"139","2020-07-17 13:14:28.671717763","192.168.56.105","192.168.56.104","TCP","1235","80","54","1235  >  80 [SYN] Seq=0 Win=512 Len=0"
